x,y,z
0.9654015527359134,-0.1700520406436051,3.020796828399454
0.958588941706442,-0.1646748447609741,8.089360476522529
0.8508432574793896,0.1735700045304954,55.119050399113505
0.8370977569571378,0.1635039228566835,61.70148734115705
0.8606643668630714,0.1689863887512288,54.820994949507806
0.8266368968629099,0.153991574598689,67.1185002036118
0.8433517822013297,0.1431259603913047,67.85931711609291
0.8553399528195227,0.1420470774704471,65.89417399391745
0.8430757718412787,0.1226231577071342,74.66096005511878
0.8815248630259673,0.1804939749347399,45.52338030007685
0.8460437733760102,0.109748182619668,77.93341154613938
0.8051571391144376,0.1149314939467691,83.19775234512923
